CODIGO ARTICULO,CLI,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
ARTICULO680,1079,2,,,,,,,,,
ARTICULO681,1079,2,,,,,,,,,
ARTICULO682,895,1,,,,,,,,,
,5910,,1,,,,,,,,
ARTICULO684,6802,3,,,3,,7,,,,
ARTICULO685,238,57,71,72,21,,,,,,
,2787,,,,,,,,,,1
ARTICULO687,238,,,,22,14,,,,,
ARTICULO688,7612,,,,4,,,,,,
ARTICULO689,3481,4,8,8,6,,16,,,,10
,7102,18,,,,9,9,,,,
,7330,,4,,,10,,,4,,4
ARTICULO692,1111,10,,,,,,,,,
ARTICULO693,1331,,,,,,,,6,12,
,1901,2,,,,,,2,,,
,6802,20,30,18,20,44,,,20,20,20
ARTICULO696,6194,,,,3,,,,,,
ARTICULO697,822,,,,,,,,10,,
ARTICULO698,822,,,,,,,,2,,
ARTICULO699,222,,1,,,,,1,,,1
ARTICULO700,314,3,3,5,2,1,,,,,
ARTICULO701,6802,,,3,1,,,4,,1,
ARTICULO702,176,2,,,,,,,,,
,8002,,,2,1,,,,,,
ARTICULO704,3114,,,,1,,,,,,
ARTICULO705,927,7,,,,,,,,,
,7883,,12,,,,,,,,
ARTICULO707,314,,,,,,1,,,,
ARTICULO708,3114,,,,1,,,,,,
ARTICULO709,794,2,9,,,,,,,,
ARTICULO710,8002,,,2,1,,,1,,,
ARTICULO711,1901,20,,,,,,,,,
ARTICULO712,314,79,,,,23,,,,,
ARTICULO713,314,,,,60,3,26,30,,,
ARTICULO714,265,2,,4,,,,,,,
ARTICULO715,374,1,,,,,,,,,
ARTICULO716,3353,1,,,,,,,,,
ARTICULO717,902,,6,,,,,,,,
ARTICULO718,2551,,,,,3,,,,,
ARTICULO719,238,4,12,12,8,,,,,,
ARTICULO720,238,,,,4,4,,,,,
ARTICULO721,684,,,5,,,,,,,
,1901,10,,,,,,,,,
ARTICULO723,6594,2,,,,,,,,,
ARTICULO724,6802,,,,1,,,,,,
ARTICULO725,822,5,15,10,10,5,5,5,15,20,
,5039,,,,,,,5,,,
ARTICULO727,822,1,,,2,1,1,1,3,4,
ARTICULO728,314,,,,2,,,,,,
ARTICULO729,1092,2,,,,4,,6,,5,
ARTICULO730,6594,2,,,,,,,,,
ARTICULO731,314,,1,,,,1,,,,
ARTICULO732,314,,3,,,,,,,,
ARTICULO733,6252,,,2,,,,,,,
ARTICULO734,1331,,,,12,,,,20,,
,3211,10,,,,,,,,,
ARTICULO736,1331,,,,3,,,,,,
ARTICULO737,1572,,,,,,,,,1,
ARTICULO738,5533,,1,,,1,,,,,
ARTICULO739,794,2,4,3,,5,,,,,
,1901,,,,,,,,,2,
ARTICULO741,684,2,,,,,,,,,
ARTICULO742,163,2,,,,,,,,4,
ARTICULO743,314,,,,53,6,,,,,
ARTICULO744,2461,,,,,,2,,,,
,6787,,,,,,,,,2,
,6802,,,,,,,,1,,
,7178,,,,1,,,,,,
,8984,,,,,,,3,1,3,3
,10531,,,,,,,,,,1
ARTICULO750,1092,,,,,,,,,4,
,1947,,,,,2,,,,,
,6763,,1,,,,,,,,
ARTICULO753,2142,,,,4,,,,,,
ARTICULO754,8984,,,,,,,5,,,
ARTICULO755,314,8,4,1,7,,,,,,
,7176,2,,,,,,,,,
ARTICULO757,7176,2,,,,,,,,,
ARTICULO758,314,,,,1,,,,,,
ARTICULO759,314,1,,,,,,,,,
ARTICULO760,7176,1,,,,,,,,,
ARTICULO761,822,,,5,,,,,,5,
ARTICULO762,822,,,1,,,,,,1,
ARTICULO763,222,,1,,,,,1,,,1
ARTICULO764,314,14,12,14,8,1,,,,,
ARTICULO765,314,,,,,14,26,17,23,12,19
ARTICULO766,314,,,,3,,,1,,2,1
ARTICULO767,314,2,2,1,,,,,,,
ARTICULO768,314,,,,1,,,,,,
ARTICULO769,374,,,,,1,1,,,,
ARTICULO770,374,,2,,,,,,,,
ARTICULO771,6980,10,15,30,,,,,,,
ARTICULO772,111,,,,"3,094",,,,,,
ARTICULO773,4129,,3,,,,,,,,
ARTICULO774,6170,,,,,,10,,,,
ARTICULO775,7528,26,,,,,,,,,
ARTICULO776,3071,,,,,6,,,,,
ARTICULO777,7332,5,,,,5,,,,,
ARTICULO778,353,2,,,,,,,,,
ARTICULO779,353,2,,,,,,,,,
ARTICULO780,692,6,,,,,,,,,
,969,1,,,,,,,,,
ARTICULO782,692,30,63,60,70,22,30,69,29,47,40
ARTICULO783,6802,150,150,119,81,100,300,100,250,50,50
ARTICULO784,5352,,1,,,,,,,,
ARTICULO785,7008,4,,4,,4,,,,,
ARTICULO786,692,,,,1,,,,,,
ARTICULO787,692,,,,1,,,,2,1,3
ARTICULO788,7397,,,,1,,,,,,
ARTICULO789,6787,,,,,,,,,1,
,8769,,,,,1,,,,,
ARTICULO791,374,,,,,,,,,,1
,2574,,,,,,1,,,,
ARTICULO793,933,,5,,,,,,,,
ARTICULO794,822,28,,18,12,6,,,,,
,4743,3,,,,3,,,,,
ARTICULO796,822,1,,,,,,,,,
ARTICULO797,822,3,,3,2,1,,,,,
ARTICULO798,314,,,,1,,,,,,
ARTICULO799,314,,,,1,,,,,4,
ARTICULO800,376,1,,,,,,,,,
ARTICULO801,4,,,,4,4,3,,2,3,
,3435,,,,,3,,,,,
,4890,,,,,,,,,,2
,5412,,,,,,1,,,,
,6151,,3,,,,,,,,
,6620,,,,,1,,,,,
,6683,,2,1,1,,,,,,
,8256,,,1,,,,,,,
ARTICULO809,6802,2,,6,5,11,,6,4,6,9
ARTICULO810,39,12,9,6,8,,,,,,
ARTICULO811,6802,2,,,,,,,,,
ARTICULO812,6636,,,,,5,,,,,
ARTICULO813,1,1,,,,,,,,,
ARTICULO814,419,,,,1,,,,,,
ARTICULO815,4077,,,,,,,,,,4
ARTICULO816,111,,2,,,,,,,,
ARTICULO817,6802,23,5,10,2,5,1,16,,,
ARTICULO818,2787,,,,,,,,,,1
ARTICULO819,3353,,,1,,,,,,,
ARTICULO820,6802,,,,,2,1,,1,3,
ARTICULO821,314,,2,,1,,,,,,
ARTICULO822,222,,,,,,,1,,,1
ARTICULO823,314,,,,,,,1,1,,
,8018,,2,1,,,,,3,,
ARTICULO825,374,,,,,,,,1,,
ARTICULO826,4689,,4,,,,,,,,
ARTICULO827,314,,,,16,,,2,1,,
ARTICULO828,314,,,,3,,1,,,,
,5039,,,,,,,,,,1
ARTICULO830,7176,1,,,,,,,,,
ARTICULO831,314,1,4,1,2,,,,,,
,1872,,2,,,,,,,,
ARTICULO833,3184,4,8,4,,,,,,,
ARTICULO834,6802,,,1,2,,,3,4,,5
ARTICULO835,1901,,,,,,,,,,2
,6802,,1,5,1,6,2,,,,
ARTICULO837,1413,,2,,,,,,,,
ARTICULO838,7612,,,1,,,1,1,1,,
ARTICULO839,7898,,2,,,,,,,,
ARTICULO840,822,1,,,,,,,,,
ARTICULO841,822,6,,,,,,,,,
ARTICULO842,222,,1,,,,,,,,
,314,,,,2,,,,5,,
ARTICULO844,314,3,3,5,3,2,1,,,,
ARTICULO845,314,,1,,,,,,,,
ARTICULO846,5533,,,,,2,1,,1,,
ARTICULO847,5533,1,1,,,,,,,,
ARTICULO848,5316,,,1,,,,,,,
ARTICULO849,374,1,,,,,,,4,,
ARTICULO850,1531,2,2,2,,,,,5,,
ARTICULO851,7528,26,,,,,,,,,
ARTICULO852,5001,,1,3,2,2,2,4,,,
ARTICULO853,762,,,1,,,,,,,
,5533,,,,,1,,,,,1
ARTICULO855,898,10,,,16,,36,,,,
ARTICULO856,8002,,,5,3,,,,,,
ARTICULO857,4077,1,,,,,,,,,
ARTICULO858,794,7,18,3,3,,,,,,
ARTICULO859,794,,,,,,,2,,,
ARTICULO860,794,,,,8,5,5,15,,5,
,4077,,,,,,,2,,,4
ARTICULO862,6511,1,1,,,,,,,,
ARTICULO863,8020,,,3,,,,,,,
ARTICULO864,2574,3,,,,,,,,,
ARTICULO865,3892,,,,8,,,,,,
ARTICULO866,3892,,,,,4,11,4,4,3,17
ARTICULO867,1341,,,,,3,,,,,
ARTICULO868,238,2,,,,,,,,,
ARTICULO869,1580,,,,7,,,,,,
ARTICULO870,1580,,,,,7,,,,,
ARTICULO871,752,,,,4,,,,,,
ARTICULO872,6802,,,,6,,,,,,
ARTICULO873,2551,4,,,,,,,,,
ARTICULO874,2551,,,,,,,4,,2,
,6802,,,,15,,,13,14,,
ARTICULO876,2551,4,,,2,,,,,,
ARTICULO877,8139,,,1,,,,,,,
ARTICULO878,238,12,4,12,6,,,,,,
ARTICULO879,238,,,,,2,,,,,
,6802,,,,,,,,,,1
ARTICULO881,6961,1,,,,,,,,,
ARTICULO882,2551,,,,1,,,4,,,
ARTICULO883,383,,,,,1,,,,,
,2574,,,,,,1,,,,
,4077,,,,,3,,,,,
,6787,,,,,,,,,,1
,6802,,,,,,,,4,3,1
ARTICULO888,6802,5,7,6,11,,,,,,
ARTICULO889,6787,,,,,,,,6,1,
,6802,,,,,2,6,,11,4,
ARTICULO891,6802,,,1,,,,,,,
ARTICULO892,6802,,,,,3,,,,1,4
ARTICULO893,4077,4,,,,,,,,,
ARTICULO894,6802,30,21,5,11,12,19,7,,,
ARTICULO895,1829,,,,4,,,,,,
ARTICULO896,6802,,,,,,8,,,,18
ARTICULO897,4077,2,,,,,,,,,
,6787,,,2,,,,,,,
ARTICULO899,1829,,,5,,,,,,,
ARTICULO900,6802,,1,,,,,,,,
ARTICULO901,4077,,,,,,,,4,2,
,6787,,,,1,4,,,,,
,6802,,,,,,,,2,,
ARTICULO904,6802,,,,,4,2,,,,6
ARTICULO905,1010,,,1,,,,,,,
,2551,,6,2,,,,,,,
ARTICULO907,6802,1,2,6,1,4,3,,,,
ARTICULO908,6802,,,,1,5,3,1,9,6,10
ARTICULO909,605,,2,,,,,,,,
ARTICULO910,605,,2,,,,,,,,
ARTICULO911,605,,1,,,,,,,,
ARTICULO912,4345,1,1,,,,,,,,1
ARTICULO913,6802,,,1,,,1,2,,2,3
ARTICULO914,238,,6,5,2,,,,,,
,6802,3,1,2,,,,,,,
ARTICULO916,238,,,,2,2,,,,,
,6802,,,,,2,,,,,
ARTICULO918,238,12,32,18,12,,,,,,
,1487,,2,,,,,,,,
ARTICULO920,238,,,,18,13,,,,,
ARTICULO921,1010,,,2,,,,,,,
,4077,,5,,,,,,,,
,6787,,,2,,,,,,,
,6802,,2,,2,1,,,,,
ARTICULO925,4077,,,,,,,2,,,
ARTICULO926,238,,,1,,,,,,,
ARTICULO927,238,5,5,5,10,5,,,,,
ARTICULO928,6802,,,,,,,,,,1
ARTICULO929,469,,,,,4,10,6,,,
ARTICULO930,6787,,,1,,,,,,,
,6802,3,,,,,,,,,
ARTICULO932,6787,,,,1,1,,,,3,3
,6802,,,,3,1,,1,,,
ARTICULO934,238,,,,4,,,,,,
,6787,,,,,,,,,,1
,6802,,,,,4,,,,,6
ARTICULO937,2551,,,,,,,5,,,
,2574,,,,,,,,,2,
,6802,,,,,,,,1,,
,8020,,,,,1,,,,,
ARTICULO941,2551,,,,1,,,,,,
ARTICULO942,238,4,11,6,6,,,,,,
ARTICULO943,238,,,,4,5,,,,,
ARTICULO944,6511,,,1,,,,,,,
ARTICULO945,4077,,,10,,,,,,,
ARTICULO946,4077,,4,,9,,,,,,
ARTICULO947,2551,,3,1,,,,,,,
ARTICULO948,2551,,,,1,,,,,,
ARTICULO949,8139,,,1,,,,,,,
ARTICULO950,548,,4,21,,,,,,,
ARTICULO951,548,,4,16,,,,,,,
ARTICULO952,6802,,10,,,,,,,,
ARTICULO953,6802,,,,10,10,,10,,,10
ARTICULO954,6802,16,,1,6,,,,,,
ARTICULO955,1331,,,1,,,,,,,
ARTICULO956,6802,,,,2,4,6,6,12,,8
ARTICULO957,6802,,,1,,,,,,,
ARTICULO958,8197,,,,4,,,,,,
ARTICULO959,2551,,,2,,,,,,,
,6802,1,2,,2,6,1,2,1,,2
ARTICULO961,222,3,,,,,,,,,
,6802,1,,,,,,,,,
ARTICULO963,6802,17,8,28,,12,12,,19,,
ARTICULO964,2551,2,,,,,,,,,
ARTICULO965,2551,1,,,,,,,,,
ARTICULO966,2551,3,,,,,,,,,
ARTICULO967,6802,20,57,40,20,,,,,,
ARTICULO968,2551,,,,,,2,,,,3
,6802,,,,20,80,180,80,40,20,60
ARTICULO970,6802,,,10,,,,,,,
ARTICULO971,6787,,,,,,1,,,,
,6802,,,,10,10,10,10,10,10,
ARTICULO973,1829,,3,,,,,,,,
,2551,,4,1,,,,,,,
,4077,3,,,,,,,,,
,6802,6,2,,,,2,,,,
ARTICULO977,2574,,,,,,,1,,,
,4077,,,,,6,,,8,,
,6802,,,,,,12,,6,12,4
ARTICULO980,2551,,,,1,2,,,,,
ARTICULO981,6802,16,53,34,8,,,,,,
ARTICULO982,6802,,,,22,29,40,60,29,12,37
ARTICULO983,1901,2,,,,,,,,,
,2551,,4,2,,,,,,,
ARTICULO985,1901,,,,2,,,2,,,
,2551,,,,,,,5,,,
ARTICULO987,6802,10,10,,,,10,,,,
ARTICULO988,2551,,6,3,,,,,,,
,2574,,,,,,,1,,,
,4077,,1,,2,,,,,,
ARTICULO991,2574,,,,,,,1,,,
ARTICULO992,6802,11,14,28,7,,,,,,
ARTICULO993,6802,,,,13,36,24,31,33,45,28
ARTICULO994,2551,,,2,,,,,,,
ARTICULO995,111,8,,,6,,,,,,
,2551,,5,3,,,,,,,
ARTICULO997,4077,,,,5,,,,,,
ARTICULO998,4077,,,,,3,5,5,,5,
ARTICULO999,339,2,,,,,,,,,
,6787,30,,40,20,,,,,,
,6802,332,309,334,207,,,,,,
ARTICULO1002,4077,,,,,,,,,,2
,6787,,,,,20,40,,40,20,20
,6802,,,,140,377,382,287,292,469,513
ARTICULO1005,8197,,,5,6,,,,,,
ARTICULO1006,2202,25,,,,,,,,,
,4077,,,,,,,1,,,
ARTICULO1008,2202,,,,,,,,9,,10
ARTICULO1009,1829,,4,,,,,,,,
,2551,,3,,,,,,,,
,4077,,,5,,,,,,,
ARTICULO1012,895,,,,3,1,,,,,
,4077,,,,,,,6,,,
ARTICULO1014,7938,,1,,,,,,,,
ARTICULO1015,684,,,3,,,,,,,
,8020,,,,,,,1,,,
ARTICULO1017,2551,,3,,,,,3,,,
,3533,1,,,,,,,,,
ARTICULO1019,2551,,,,,2,,,,,
ARTICULO1020,7176,,4,,,,,,,,
ARTICULO1021,238,3,3,,,,,,,,
,452,,,3,,,,,,,
,2551,,,8,,,,,,,
,6194,,,,2,,,,,,
ARTICULO1025,2551,8,,,1,3,,,,,
ARTICULO1026,2551,,1,3,,,,,,,
,4077,,,,,,,,,5,
,6802,,1,,,,2,1,,,
ARTICULO1029,2551,,3,,,,,,,,
ARTICULO1030,2551,,,,1,,,,,,
ARTICULO1031,2551,,2,10,,,,,,,
ARTICULO1032,1829,,3,,,,,,,,
,2551,,2,6,,,5,,,,
ARTICULO1034,2551,,,,,2,,13,,,1
,4077,,,,,,,,,6,
,4366,,,,,,,,2,,
ARTICULO1037,2551,10,,,7,2,,,,,
ARTICULO1038,2551,,3,2,,,,,,,
ARTICULO1039,1275,,,15,15,,,,,,
,2551,,,6,,,,,,,
,4077,,,5,,,,,,,
ARTICULO1042,2551,2,,,3,,,,,,
ARTICULO1043,2551,,5,,,,,,,,
,6802,15,23,,10,10,,10,,,
ARTICULO1045,238,,,1,,,,,,,
,2551,,3,,,,,,,,
,4077,,,,,,,1,,,
,6787,1,2,,2,,,,,,
,6802,4,4,,,,,,,,
ARTICULO1050,4077,,,,,,,1,,,
ARTICULO1051,684,,,,,,,,,,3
,2551,,5,1,,,,,,,
ARTICULO1053,2551,,,,5,,,,,,
ARTICULO1054,6787,,,1,,,,,,,
,6802,1,,1,,,,,,,
ARTICULO1056,2979,,,,2,,,,,,
ARTICULO1057,1829,,3,,,,,,,,
,4077,2,,,,,,,,,
ARTICULO1059,6802,2,6,6,4,,,,,,
ARTICULO1060,6787,,,,,1,,,,,
,6802,,,,,,,4,,,
ARTICULO1062,6802,1,2,3,,2,,,,,
ARTICULO1063,6802,,,,,2,3,29,12,11,10
ARTICULO1064,6802,1,,,,,,,,,
ARTICULO1065,2551,,5,,,,,,,,
,6802,7,7,7,4,,,,,,
ARTICULO1067,2551,,,,,,6,,10,,8
,4077,,,,,,,,2,,
,6802,,,,8,8,10,4,7,8,1
ARTICULO1070,2551,,,,10,,,,,,
ARTICULO1071,6802,20,10,11,,,,,,,
ARTICULO1072,2551,,,,,,6,,,,4
,6802,,,,10,,,10,,,
ARTICULO1074,2551,,6,,,,,,,,
ARTICULO1075,6802,3,,,,,,,,,
ARTICULO1076,6802,,,,,3,,,,,
ARTICULO1077,2551,,10,,,,,,,,
ARTICULO1078,2551,8,,,,,,,,,
ARTICULO1079,5822,,,,,4,,,,,
ARTICULO1080,1092,,,,,2,,6,,,
ARTICULO1081,5316,,,1,,,,,,,
ARTICULO1082,7715,,,,,,,,,1,
ARTICULO1083,692,2,,,,,,,,,
,1901,,,,,,,,,,2
,6802,20,20,,40,1,20,,21,40,
ARTICULO1086,290,3,,,,,,,,,
ARTICULO1087,933,,6,,,,,,,,
ARTICULO1088,5039,,,15,5,5,,20,5,10,5
ARTICULO1089,2861,,,5,,,,,,,
ARTICULO1090,3971,,,1,,,,,,,
ARTICULO1091,3971,,,1,,,,,,,
ARTICULO1092,2574,,2,,,,,1,,,
ARTICULO1093,314,1,2,,,,1,,,,
ARTICULO1094,822,,,1,,,,,,,
ARTICULO1095,822,72,95,120,176,131,84,48,90,150,48
,5039,5,5,5,10,5,,10,26,12,5
ARTICULO1097,822,,,,2,1,,,,,
,5039,1,,,,,,,3,,1
ARTICULO1099,822,12,15,20,27,21,13,8,15,25,8
,5039,,,,,,,,1,2,
ARTICULO1101,314,,,,1,,,,,,
ARTICULO1102,6802,,2,,,,,,,,1
ARTICULO1103,6802,1,2,2,,,,,,,
ARTICULO1104,314,,35,1,2,,,,,,
ARTICULO1105,314,,,,2,15,,,,4,
ARTICULO1106,7612,,10,,,,,,,,
ARTICULO1107,7612,,10,,,,,,,,
ARTICULO1108,470,,,,1,,,,,,
,838,,,2,,1,,,1,,
,1371,,,,,,2,,,1,1
,1478,,,,,,,,2,,
,1884,,,,,,,,,1,
,2668,,1,1,1,2,,,,1,
,2818,,,,,,,,1,,
,2822,,,,,,,,1,,
,3064,,,,,1,,,,,
,3837,1,,1,1,,,,1,,
,4175,,,,,,,3,,,
,4798,,,,,,,,,,2
,5955,,,,,,,,,,2
,6097,,,,,,1,,,,
,6407,,,,,,1,,,,
,6441,,,,,,,2,1,,
,6713,,,,,,,,,1,
,8420,,,1,,,,,,,
ARTICULO1126,314,,,,4,2,,1,,10,
,7186,,,,,1,,,,,
ARTICULO1128,314,4,4,1,7,,1,,,,
ARTICULO1129,222,3,2,1,2,,,,,,
ARTICULO1130,6013,,,6,,,,,,,6
,6802,2,,5,,,,,,,
ARTICULO1132,3464,,,2,,,,,,,
ARTICULO1133,1395,,,,3,,10,,,,
,2799,,,,1,,,,,,
,6501,,,,,,,,1,,
ARTICULO1136,2799,,,,1,,,,,,
ARTICULO1137,3353,1,,,,,,,,,
ARTICULO1138,822,,,,6,,,,,,
ARTICULO1139,822,,,,1,,,,,,
ARTICULO1140,238,,3,,,,,,,,
ARTICULO1141,6787,2,,,,,,,,,
,6802,,,,,,,2,10,11,
ARTICULO1143,7730,,55,38,,,,,,,
ARTICULO1144,4681,,,,,,,,,,10
ARTICULO1145,1395,1,1,,,,,,,,
,9451,,,,,,,,2,,
ARTICULO1147,6412,3,4,10,,3,,,,,
,9076,,,,,,6,,,3,
ARTICULO1149,6209,,,,,,,6,,,
,7426,,,,,,1,2,,,
ARTICULO1151,3942,,4,,,,,,,,
ARTICULO1152,1395,1,1,,5,,2,,1,,
,1672,,,,,,,,1,,
,2089,,,,,,,,1,,
,2146,,,,,,,,1,,
,2224,,,,,,,,,,1
,2471,,1,,,,,,,,
,2799,,,,1,0,,,,,
,3205,,,,,0,,,,1,
,3592,,,0,,,,,,,
,6042,,,,,,,,1,,
,6501,,,,,,,,3,1,1
,7330,0,0,,,,,,,,
,9773,,,,,,,,,1,1
ARTICULO1165,3481,,,,,,,10,,,
ARTICULO1166,1395,,,,,12,10,,,,
,7102,,,,,5,,,,,
ARTICULO1168,1714,,,,,,1,,,,
ARTICULO1169,1395,1,1,,,,,,,,
,9434,,,,,,,6,8,,
ARTICULO1171,1714,,,,,,,5,,,
ARTICULO1172,3481,3,,,,,,,,,
ARTICULO1173,2716,,1,,,,,,,,
ARTICULO1174,1395,,2,,,,,,,,
ARTICULO1175,1395,,3,,,,,,,,
,3592,,,2,,,,,,,
ARTICULO1177,2716,,2,,,,,,,,
ARTICULO1178,1395,,1,,,,,,,,
ARTICULO1179,1948,,2,,,,,,,,
ARTICULO1180,7284,,1,,,,,,,,
ARTICULO1181,2018,,,2,,,,,,,
ARTICULO1182,2018,,,2,,,,,,,
ARTICULO1183,2018,,,1,,,,,,,
ARTICULO1184,3481,,,1,,,,,,,
ARTICULO1185,3481,,,2,5,,,8,,,
ARTICULO1186,3481,,,2,,,,2,,,
ARTICULO1187,3481,,,4,4,,,,,,
ARTICULO1188,3481,,,4,4,,,4,,,
ARTICULO1189,3481,,,2,2,,,,,,
ARTICULO1190,3481,,,2,5,,,8,,,
ARTICULO1191,3592,,,1,,,,,,,
ARTICULO1192,3481,,,2,,,,,,,
ARTICULO1193,3481,,,1,,,,4,,,
ARTICULO1194,3481,,,1,,,,2,,,
ARTICULO1195,3481,,,2,,,,4,,,
ARTICULO1196,3481,,,1,,,,2,,,
ARTICULO1197,3481,,,1,,,,,,,
ARTICULO1198,3481,,,1,,,1,4,,,
ARTICULO1199,2786,,,,1,,,,,,
ARTICULO1200,2822,,,,10,,,,,,
,6501,,,,,,,,,,1
ARTICULO1202,2799,,,,3,,,,,,
,3205,,,,,,,,,2,
ARTICULO1204,2799,,,,3,,,,,,
,3205,,,,,,,,,2,
ARTICULO1206,2799,,,,2,2,,,,,
ARTICULO1207,2799,,,,1,,,,,,
ARTICULO1208,6412,,,,1,,,,,,
ARTICULO1209,1395,,,,1,,,,,,
,9434,,,,,,,,50,,
ARTICULO1211,2018,,,,2,4,,,,,
ARTICULO1212,2782,,,,3,,,,,,
ARTICULO1213,1714,,,,,,,2,,5,
,3264,,,,,,1,,,,
,6042,,,,,,,,1,,
,6585,,,,1,,,,,,
,9773,,,,,,,,,1,
ARTICULO1218,6585,,,,1,,,,,,
ARTICULO1219,6585,,,,1,,,,,,
ARTICULO1220,6585,,,,1,,,,,,
ARTICULO1221,6585,,,,1,,,,,,
ARTICULO1222,6585,,,,1,,,,,,
ARTICULO1223,6585,,,,1,,,,,,
ARTICULO1224,2018,,,,,2,,,,,
,8043,,,,,,,,1,,
ARTICULO1226,3205,,,,,2,,,,,
ARTICULO1227,1901,2,2,,,,2,6,4,2,
,6802,,,,,2,,,,,
ARTICULO1229,4366,,,,2,,,,,,
,6802,41,53,10,21,40,14,20,19,31,37
ARTICULO1231,111,,,2,,2,,,,,
ARTICULO1232,6594,1,,,,,,,,,1
ARTICULO1233,314,,,,1,,,,,,
ARTICULO1234,4249,2,2,,,,,,,,
ARTICULO1235,314,4,4,5,4,3,,,1,,
ARTICULO1236,314,1,,,,,,,,,
ARTICULO1237,314,,,,1,,,,,,
ARTICULO1238,7609,,,,2,,,,,,
ARTICULO1239,8612,,,,2,,,,,,
ARTICULO1240,605,,,,,,,,,3,
ARTICULO1241,5612,20,,,,,,,,,
ARTICULO1242,5612,50,,,,,,,,,
ARTICULO1243,5612,50,,,,,,,,,
ARTICULO1244,469,,,,,,,2,,,
,1901,,,,,,,,,2,
,6938,,,,2,,,,,,
,9470,,,,,,,,,1,
ARTICULO1248,6194,,,,,2,,,,,
ARTICULO1249,8402,,,16,,,,,,,
,9037,,,,,,,,12,,16
ARTICULO1251,8402,,,,8,,,,,,
ARTICULO1252,314,,,,1,1,,,2,,
ARTICULO1253,6008,,2,,,3,,,3,,
ARTICULO1254,7730,2,,,,,,,,,
ARTICULO1255,314,,,,,3,3,1,3,8,6
ARTICULO1256,314,,,,2,,,,,,
ARTICULO1257,4743,7,,,,,7,,,,
,6763,,,,,,4,,,,
ARTICULO1259,684,,1,2,2,,1,,2,,
ARTICULO1260,1092,,,1,,,,,,,
ARTICULO1261,4630,,,2,,2,,,,,
ARTICULO1262,684,1,,,,,,,,,
ARTICULO1263,6802,,,1,1,,,,,,
ARTICULO1264,6008,,,2,,,,,,,
ARTICULO1265,111,,,,1,,,,,,
ARTICULO1266,6802,,,,1,,,,1,,
ARTICULO1267,314,3,2,1,3,,1,,,1,
,9455,,,,,,,2,,,
ARTICULO1269,314,,4,,6,,,,,,
,2642,,,1,,,1,,,,
,6515,,1,,,,,,,,
ARTICULO1272,605,,,,,2,3,4,4,,
ARTICULO1273,314,1,,,,1,,,,,
ARTICULO1274,314,,,,4,,1,2,2,1,
ARTICULO1275,314,3,4,5,6,7,2,1,7,10,7
ARTICULO1276,7176,1,,,,,,,,,
ARTICULO1277,7176,2,,,,,,,,,
ARTICULO1278,314,3,3,1,1,1,,,,,
ARTICULO1279,238,,,,3,,,,,,
,1901,2,,,,,,2,,,2
,5001,,,2,,,,,,,
,7609,,,,,,,,,2,
ARTICULO1283,898,,,,,,,,,,3
ARTICULO1284,6594,,,,,1,,,,,
ARTICULO1285,6636,,,1,,,,,,,
ARTICULO1286,3508,,2,,,,,,,,
ARTICULO1287,103,,,,1,,,,,,
ARTICULO1288,776,2,,,,,,,,,
ARTICULO1289,787,,,3,,,,,,,
ARTICULO1290,1413,,,2,,,,,,,
ARTICULO1291,7730,15,45,,,,,,,,
ARTICULO1292,6412,,,,,6,,,,,
ARTICULO1293,285,,,,,,1,,,,
ARTICULO1294,222,,,,,1,,,,,
,6206,,,,1,,,,,,
ARTICULO1296,794,6,6,6,3,,4,2,2,2,6
ARTICULO1297,2587,2,2,,1,,1,,,,
ARTICULO1298,383,,,,,2,,,,,
ARTICULO1299,1174,2,,,,,,,,,
ARTICULO1300,4191,,,6,,,,,,,
ARTICULO1301,8231,,,18,,,,,,,
ARTICULO1302,8231,,,2,,,,,,,
ARTICULO1303,6802,31,40,58,48,53,82,42,36,54,44
ARTICULO1304,6802,12,3,,13,7,14,,7,,
ARTICULO1305,6802,31,41,62,48,64,68,46,24,58,81
ARTICULO1306,6802,16,7,,12,16,8,,7,,
ARTICULO1307,1469,5,,,,,,,,,
,8078,,,,1,,,,,,
ARTICULO1309,6802,31,38,59,54,66,74,28,40,100,102
ARTICULO1310,6802,16,7,,11,,10,,8,,
ARTICULO1311,6802,31,40,58,54,56,66,36,37,52,51
ARTICULO1312,6802,16,8,,12,7,8,,,,
ARTICULO1313,6802,18,19,37,25,34,42,45,30,49,71
ARTICULO1314,6802,12,6,,16,,10,7,7,,
ARTICULO1315,6802,,3,,2,,,,,,1
ARTICULO1316,419,,,,,2,,,,,
ARTICULO1317,2182,1,,,,,,,,,
ARTICULO1318,5509,,1,,,,,,,,
ARTICULO1319,5509,,1,,,,,,,,
,7605,10,,,,,,,,,
ARTICULO1321,517,,,,1,,,,,,
ARTICULO1322,6802,31,37,60,46,58,88,42,24,48,68
ARTICULO1323,6802,12,6,,11,,10,7,,,
ARTICULO1324,1162,,,,,,,,,,1
ARTICULO1325,314,,,,1,,,,,,
ARTICULO1326,314,,,,1,,,,,,
ARTICULO1327,314,1,,,,,,,,,
ARTICULO1328,452,,,,216,72,,72,,,
,787,100,,,,,,250,,,
,877,340,,,,,,,,,
,1395,,200,,,,,,,,
,1399,,,,,,,,12,,24
,1478,,,,,,30,,,30,
,1654,,,,60,,,,,,
,1714,,,100,,,,,100,,
,1884,,,,500,,250,,,,
